# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_027475565.2_dataset/ncbi_dataset/data/GCA_027475565.2/GCA_027475565.2_VMU_Ajub_asm_v1.0_genomic.fna
# Fields: query id, subject id, evalue, bit score, % identity, alignment length, mismatches, gap opens, s. start, s. end
# 9 hits found
sp|O97598.1|CMAH_PANTR	CM050185.1	6.69e-32	138	96.875	64	2	0	144993104	144992913
sp|O97598.1|CMAH_PANTR	CM050185.1	2.60e-27	124	96.667	60	2	0	144963143	144962964
sp|O97598.1|CMAH_PANTR	CM050185.1	2.72e-27	124	84.058	69	11	0	145007096	145006890
sp|O97598.1|CMAH_PANTR	CM050185.1	5.08e-24	113	72.368	76	20	1	144988915	144988691
sp|O97598.1|CMAH_PANTR	CM050185.1	1.71e-19	99.4	73.529	68	18	0	144986675	144986472
sp|O97598.1|CMAH_PANTR	CM050185.1	5.43e-19	97.8	93.750	48	3	0	144984200	144984057
sp|O97598.1|CMAH_PANTR	CM050185.1	5.11e-17	91.3	84.314	51	8	0	144967361	144967209
sp|O97598.1|CMAH_PANTR	CM050185.1	5.86e-17	91.3	53.333	90	29	2	144961036	144960806
sp|O97598.1|CMAH_PANTR	CM050185.1	1.88e-13	80.1	90.000	40	4	0	144956308	144956189
# BLAST processed 1 queries
# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_004027535.1_dataset/ncbi_dataset/data/GCA_004027535.1/GCA_004027535.1_AcoCah_v1_BIUU_genomic.fna
# Fields: query id, subject id, evalue, bit score, % identity, alignment length, mismatches, gap opens, s. start, s. end
# 12 hits found
sp|O97598.1|CMAH_PANTR	PVKX01000310.1	1.44e-128	394	48.249	514	198	11	171657	173051
sp|O97598.1|CMAH_PANTR	PVKX01000310.1	1.44e-128	91.3	71.667	60	17	0	171473	171652
sp|O97598.1|CMAH_PANTR	PVKX01000310.1	9.53e-12	74.3	81.818	44	8	0	172232	172363
sp|O97598.1|CMAH_PANTR	PVKX01042151.1	1.04e-30	134	93.750	64	4	0	7283	7474
sp|O97598.1|CMAH_PANTR	PVKX01024961.1	2.41e-26	120	90.000	60	6	0	21598	21419
sp|O97598.1|CMAH_PANTR	PVKX01024961.1	7.27e-18	94.0	86.275	51	7	0	25367	25215
sp|O97598.1|CMAH_PANTR	PVKX01024961.1	3.19e-15	85.5	84.091	44	7	0	19589	19458
sp|O97598.1|CMAH_PANTR	PVKX01024961.1	1.92e-13	79.7	85.366	41	6	0	17056	16934
sp|O97598.1|CMAH_PANTR	PVKX01051709.1	5.85e-24	112	76.119	67	16	0	48	248
sp|O97598.1|CMAH_PANTR	PVKX01038881.1	1.15e-18	96.7	84.314	51	8	0	7760	7608
sp|O97598.1|CMAH_PANTR	PVKX01038881.1	1.29e-18	96.3	97.826	46	1	0	6347	6210
sp|O97598.1|CMAH_PANTR	PVKX01038881.1	2.92e-18	95.1	89.362	47	5	0	4449	4309
# BLAST processed 1 queries
# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_907164435.1_dataset/ncbi_dataset/data/GCA_907164435.1/GCA_907164435.1_mAcoDim1_REL_1905_genomic.fna
# Fields: query id, subject id, evalue, bit score, % identity, alignment length, mismatches, gap opens, s. start, s. end
# 12 hits found
sp|O97598.1|CMAH_PANTR	OU015379.1	1.94e-129	397	48.343	513	198	11	63441955	63443346
sp|O97598.1|CMAH_PANTR	OU015379.1	1.94e-129	91.3	71.667	60	17	0	63441771	63441950
sp|O97598.1|CMAH_PANTR	OU015379.1	2.56e-11	73.2	79.545	44	9	0	63442530	63442661
sp|O97598.1|CMAH_PANTR	OU015378.1	1.21e-30	134	93.750	64	4	0	55861205	55861396
sp|O97598.1|CMAH_PANTR	OU015378.1	2.52e-26	120	90.000	60	6	0	55886346	55886525
sp|O97598.1|CMAH_PANTR	OU015378.1	8.06e-24	112	76.119	67	16	0	55849033	55849233
sp|O97598.1|CMAH_PANTR	OU015378.1	5.50e-19	97.8	70.000	70	19	1	55868526	55868735
sp|O97598.1|CMAH_PANTR	OU015378.1	1.42e-18	96.3	97.826	46	1	0	55869991	55870128
sp|O97598.1|CMAH_PANTR	OU015378.1	3.20e-18	95.1	89.362	47	5	0	55871983	55872123
sp|O97598.1|CMAH_PANTR	OU015378.1	4.45e-18	94.7	86.275	51	7	0	55882564	55882716
sp|O97598.1|CMAH_PANTR	OU015378.1	3.31e-15	85.5	84.091	44	7	0	55888490	55888621
sp|O97598.1|CMAH_PANTR	OU015378.1	9.37e-13	77.8	87.500	40	5	0	55890985	55891104
# BLAST processed 1 queries
# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
