# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_900500725.1_dataset/ncbi_dataset/data/GCA_900500725.1/GCA_900500725.1_ArcGazv1.4_genomic.fna
# 0 hits found
# BLAST processed 1 queries
# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_004027755.1_dataset/ncbi_dataset/data/GCA_004027755.1/GCA_004027755.1_CebAlb_v1_BIUU_genomic.fna
# 0 hits found
# BLAST processed 1 queries
# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_026230055.1_dataset/ncbi_dataset/data/GCA_026230055.1/GCA_026230055.1_mCorTow1.0.hap1_genomic.fna
# 0 hits found
# BLAST processed 1 queries
# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_001883655.1_dataset/ncbi_dataset/data/GCA_001883655.1/GCA_001883655.1_LycPicKen1.0_genomic.fna
# Fields: query id, subject id, evalue, bit score, % identity, alignment length, mismatches, gap opens, s. start, s. end
# 7 hits found
sp|O97598.1|CMAH_PANTR	CM007408.1	4.26e-29	129	89.855	69	7	0	23140873	23140667
sp|O97598.1|CMAH_PANTR	CM007408.1	3.75e-26	120	65.591	93	31	1	23086111	23085836
sp|O97598.1|CMAH_PANTR	CM007408.1	5.77e-19	97.4	95.745	47	2	0	23113489	23113349
sp|O97598.1|CMAH_PANTR	CM007408.1	9.20e-18	93.6	88.235	51	6	0	23090526	23090374
sp|O97598.1|CMAH_PANTR	CM007408.1	5.45e-14	81.6	81.818	44	8	0	23083749	23083618
sp|O97598.1|CMAH_PANTR	CM007408.1	4.07e-13	79.0	90.000	40	4	0	23077950	23077831
sp|O97598.1|CMAH_PANTR	LPRA01000575.1	2.74e-23	110	78.571	70	15	0	3778	3987
# BLAST processed 1 queries
# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_905120135.1_dataset/ncbi_dataset/data/GCA_905120135.1/GCA_905120135.1_ERS5330601_genomic.fna
# 0 hits found
# BLAST processed 1 queries
# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_028536395.1_dataset/ncbi_dataset/data/GCA_028536395.1/GCA_028536395.1_mMyoYum1.0.hap2_genomic.fna
# 0 hits found
# BLAST processed 1 queries
# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_004024785.1_dataset/ncbi_dataset/data/GCA_004024785.1/GCA_004024785.1_AteGeo_v1_BIUU_genomic.fna
# Fields: query id, subject id, evalue, bit score, % identity, alignment length, mismatches, gap opens, s. start, s. end
# 3 hits found
sp|O97598.1|CMAH_PANTR	PVHS01001710.1	1.97e-23	112	86.667	60	8	0	68399	68578
sp|O97598.1|CMAH_PANTR	PVHS01001710.1	1.65e-18	96.3	74.242	66	17	0	35542	35739
sp|O97598.1|CMAH_PANTR	PVHS01001710.1	6.88e-15	84.7	78.431	51	11	0	65222	65374
# BLAST processed 1 queries
# TBLASTN 2.9.0+
# Query: sp|O97598.1|CMAH_PANTR RecName: Full=Cytidine monophosphate-N-acetylneuraminic acid hydroxylase; Short=CMP-N-acetylneuraminic acid hydroxylase; AltName: Full=CMP-N-acetylneuraminate monooxygenase; AltName: Full=CMP-Neu5Ac hydroxylase; AltName: Full=CMP-NeuAc hydroxylase
# Database: ../genomes/GCA_020311295.1_dataset/ncbi_dataset/data/GCA_020311295.1/GCA_020311295.1_ASM2031129v1_genomic.fna
# Fields: query id, subject id, evalue, bit score, % identity, alignment length, mismatches, gap opens, s. start, s. end
# 2 hits found
sp|O97598.1|CMAH_PANTR	JAHRIH010000141.1	1.47e-17	93.2	74.576	59	15	0	23166026	23165850
sp|O97598.1|CMAH_PANTR	JAHRIH010000141.1	2.00e-11	73.6	47.191	89	32	3	23163876	23163655
# BLAST processed 1 queries
